work_id,title,author,desc,co_operators,tags,share_url,link_list
c0cfcfa2,"5. <<接到任务卧底进公主府,结果,怎么好像是羊入虎口？？>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xirzaepde85n7g,2204dac5
1c9c6717,6. <<只有我们沈侍卫拿了认真宫斗的剧本哈哈哈！>>,知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xxftumsvhb35da,c2f70fe0
9fead6d7,7. <<公主:我就静静听你一本正经胡说八道呗~>>,知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3x8d7mpptizyfcw,9f9ce60a
bd68315a,"8. <<顾玄清一把推开了公主,并对皇上说,“这是另外的价钱。”>>",圻夏夏,,,#长公主在上,https://www.kuaishou.com/short-video/3xtqrc2vaaa46cy,db9f13f5
a082105a,"9. <<没想到我们顾侍卫,还是个呛口小辣椒哈~！>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xddm39kzku6434,bd8f1800
2e8004f4,"10. <<当你开始怜惜一个人的时候,就离沦陷不远了。>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xt8urvbuuyhexa,8c9b1189
f476f454,"11. <<小狗狗面对别人的时候都凶的不行,平时就软乎乎的~>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xdyifubymxxn5g,9370ab95
96c5824d,"12. <<是风动吗？不,是我心动。 (好喜欢这集啊！答应我一定要看完～)>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xdbfa6sq6e688s,2ae66bfe
6b45e700,13. <<顾侍卫上位成功~！大boss又开始搞事情了！>>,知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xtg7f7gm6jaupi,a2a8f32d
29fa9979,"14. <<让你到处扶人,这下好了,公主好像不要你了QAQ>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3x2igc3wvv26ck2,040aa112
13cc9519,"15. <<最先动心的那个人,注定是输家。>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xn2wk2hrhbyzec,73e1cbf7
18faa27b,"16. <<所以说,沈侍卫才是助攻小能手对吧？>>",知竹zZ,,,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xrxmqdbd8xzbx9,49cb7b01
6c72762e,17. <<你动心了。>>,圻夏夏,,,#长公主在上,https://www.kuaishou.com/short-video/3xsrjf5dq5jnsqm,49139416
832de9b6,"18. <<好了,顾侍卫后面终于要做正事啦！>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xmi3nd5dvu8kja,b9b5a1e7
428737bf,"19. <<完成任务是我的职责,但你……是我的私心。>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3x6sbdt4xbjtife,16c23158
cf3fa2a9,"20. <<咱就是说,公主的气场也太强了,顾侍卫好惨,刚受了伤又要被罚了。>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xc686h9xv9pp5g,c9c40f4a
d4f799bb,"21. <<小虐怡情哈哈,让公主心疼一下,她才能意识到自己很在意小侍卫。>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xa9mvnuiqe9cx6,8a256fc2
5bb4f318,"22. <<“可怜巴巴的样子,本宫看着就心烦……怎么这么没用,被人欺负了也不知道还手。”>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xgbqi2ick7gbdc,9c543125
30f281d0,23. <<一个花絮>>,圻夏夏,,,#长公主在上,https://www.kuaishou.com/short-video/3xst4fdsnbt5fme,47a0e9c0
fe4317f8,"24. <<哪怕只有一刻的欢愉,哪怕从此万劫不复……属下,也心甘情愿就此沉沦。>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xggsg94dsbcusi,081e3f9e
4188d1ea,25. <<那你打算如何伺候我呀？>>,圻夏夏,,,#长公主在上#长公主在上全员戏精,https://www.kuaishou.com/short-video/3xx4cd4uztmbde6,5dc3f9d5
038fb089,"26. <<知道这一天会到来,只是没想到真到来的时候会这样痛。>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3x92d6s2esndupc,a12b3048
cd832715,"27. <<骗你是真的,可是……对你也是真的。>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xbhqd9c9t3v5mw,2271fae3
052854e0,"28. <<公主:儿女情长什么的,只会影响我搞事业的速度……>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xaz4whurddsqcm,74a2126a
16fab733,"29. <<我计划好了一切,唯有你……是意料之外。>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3x3qzty32eeub5q,3bf3e7e4
3cc43cbb,"30. <<螳螂捕蝉,黄雀在后,是稳坐钓鱼台的公主大人啊~！>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3x734qqqek5pags,e7721835
654b4f6b,31. <<是腹黑大灰狼公主和她的傻白甜小白兔侍卫呀！>>,知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xxkbmv99vy38mk,fa89f099
0b2ec407,"32. <<腹黑钓系公主和清纯小顾腻腻歪歪的日常,春天真好呀~！>>",知竹zZ,,锦超,#快手星芒短剧#快手短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xgqdiib94zm7zw,368b8266
7e23e4b0,33. <<一些小可爱们的日常。 -3->>,知竹zZ,,"秋陌Cheyenne,玖柯9k,我不是肚子",#快手星芒短剧#快手星芒短剧寒假档#长公主在上,https://www.kuaishou.com/short-video/3xxx7j3hjv8486c,900f7979
3d91cf57,"34. <<不是光明的救赎,是从一个地狱到另一个地狱,但这地狱有你相伴,真好。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧#长公主在上,https://www.kuaishou.com/short-video/3xneqzymfx4f7yc,b493fdd0
c4f0ad05,"35. <<现在回想起《长公主在上》的拍摄过程依旧历历在目,那时候长公主脚下的地板是翘的,衣服是破的,但我们要拍好这部短剧的心是真的,我想这也是长公主受到那么多粉丝朋友喜爱的原因吧。>>",圻夏夏,,,#2023光合创作者大会#热爱让收获更多#老铁说,https://www.kuaishou.com/short-video/3xe9skhrne5hymk,d101b909
23211bf5,"1. <<【圻夏夏*锦超｜长公主在上】是啊,就不该轻易把心交出去。>>",圻夏夏,,,#B站小剧场·新春篇#古风#短片,https://www.bilibili.com/video/BV1tZ4y1o78u,03a31bcc
58f81ae0,2. <<骄奢淫逸长公主 x 失身又失心卧底侍卫 丨GB文学 短剧长公主在上>>,知竹zZ,,,#GB#原创#古风#女A男O#新春宅家追剧攻略#春节影视好看指南#短剧,https://www.bilibili.com/video/BV1UR4y1j74s,286978f4
c0eb57fb,"3. <<【圻夏夏*锦超｜长公主在上】顾玄清一把推开了公主,并对皇上说,“这是另外的价钱。”>>",圻夏夏,,,#B站小剧场·新春篇#古装,https://www.bilibili.com/video/BV1vY411L7tf,34905ee0
37019dfc,"4. <<顾玄清一把推开了公主,并对皇上说,“这是另外的价钱。”>>",圻夏夏,,锦超,#影视#影视剪辑#电视剧剪辑#长公主在上,https://www.douyin.com/video/7063752977772760327,3f77f94c
f41f1e11,"5. <<卧底小侍卫彻底丢盔弃甲,公主太会撩了！>>",知竹zZ,,,#长公主在上,https://www.xiaohongshu.com/explore/6210c14e000000000102adb0?xsec_token=ABk7mpZa_1IRvM86pRVZp2cCuSaWsPty_0u1n_FJi44vA=&xsec_source=pc_search,e09d4d4e
ff84edf1,6. <<【长公主在上】你动心了。>>,圻夏夏,,,#UP影剧综指南#UP影剧综指南·剧好看#古装,https://www.bilibili.com/video/BV1rq4y1x7Kq,4fd03f74
57112751,7. <<你动心了。>>,圻夏夏,,锦超,#影视#影视剪辑#电视剧剪辑#长公主在上,https://www.douyin.com/video/7068863874040122655,"7e27ea6e,d6650ab7"
81bd0660,"8. <<最先动心的人,注定是输家。丨GB文学 短剧长公主在上>>",知竹zZ,,,#B站小剧场#GB#古风#女A男O#短剧,https://www.bilibili.com/video/BV1Xa41187kw,ca93d191
dadcf474,"9. <<最先动心的人,注定是输家。>>",知竹zZ,,,#长公主在上,https://www.xiaohongshu.com/explore/621d9e3c000000002103cf53?xsec_token=ABjv25bbMUAbRRIgJ8n7TNEZY5dQxDdYavRRZdrQO6zJs=&xsec_source=pc_search,1810b770
989a52c9,10. <<水一段花絮～>>,圻夏夏唉,,,#明星八卦#片场演绎#长公主在上,https://www.douyin.com/video/7072657175910354187,2031c1f4
b4b92e6f,"11. <<那你打算,如何伺候我呀？>>",圻夏夏,,,#长公主在上,https://www.xiaohongshu.com/explore/622843430000000021035333?xsec_token=AB6JEiJpDnAyDzRsJzqAi-e5QbkrHclbhFenYcTT8X9Kc=&xsec_source=pc_search,ccd9f883
543c491c,12. <<我们专心点。>>,圻夏夏,,,#影视#影视剪辑#电视剧剪辑#长公主在上#长公主在上全员戏精,https://www.douyin.com/video/7072976964302212365,272e57bc
07ecbed5,13. <<【盲盒剧场·第六季】《长公主在上》广播剧PV>>,猫耳FM,,,#伤洛#广播剧#猫耳FM#王宁#盲盒剧场#知竹#长公主在上,https://www.bilibili.com/video/BV1RC4y1e75w,92fa1883
d188054c,"1. <<区区小妖！本大师出马,还能逮不到你了？！>>",圻夏夏,,,#家具家电#居家#德佑净化三步曲#德佑湿厕纸#猎奇好物,https://www.douyin.com/video/7240024084594117927,a69a0852
26adb850,"2. <<没错,这次在@《出马》剧组 我叫…翠花～>>",圻夏夏唉,,,#出马剧组#明星八卦#明星随拍资讯,https://www.douyin.com/video/7507987949305269563,9ca86805
d7ade775,3. <<开机官宣。当归药铺 马到成功 【装】神【弄】鬼 所向披靡>>,《出马》剧组,,锦超,#出马剧组#民俗#锦超圻夏夏,https://www.douyin.com/video/7507876072551451963,87fe2544
05eb253a,4. <<是谁在等小马哥呀>>,《出马》剧组,,锦超,#出马剧组#明星八卦#片场演绎,https://www.douyin.com/video/7509131870748200252,b10ad636
e06ffb91,5. <<小马哥来报 开机第六天了>>,《出马》剧组,,锦超,#出马剧组#明星八卦#民俗#片场演绎,https://www.douyin.com/video/7509039093293583673,dfc3e85c
8790db12,6. <<小马哥累成老马哥>>,《出马》剧组,,锦超,#出马剧组#明星八卦#片场演绎,https://www.douyin.com/video/7509485485157698875,ac29c71b
cba46862,7. <<小马哥报道 是谁在等我>>,《出马》剧组,,锦超,#出马剧组#影视#影视剪辑#横店大雨#电视剧剪辑,https://www.douyin.com/video/7509461132739480890,43f65f05
ac6a384e,8. <<醒来第一件事情>>,《出马》剧组,,锦超,#出马剧组#影视#影视剪辑#电视剧剪辑#锦超圻夏夏,https://www.douyin.com/video/7509832790561901881,0816d8e5
bea6bf97,9. <<我不累 我骗你的>>,《出马》剧组,,,#出马剧组#明星八卦#片场演绎#锦超圻夏夏,https://www.douyin.com/video/7509734539490004284,53e261e5
0dd6a743,10. <<刚收工>>,《出马》剧组,,,#出马剧组#影视#影视剪辑#电视剧剪辑#锦超圻夏夏,https://www.douyin.com/video/7509734383898070330,95c3f559
69a6df48,11. <<这个点没人了吧 小马哥溜走>>,《出马》剧组,,,#出马剧组#明星八卦#片场演绎#锦超圻夏夏,https://www.douyin.com/video/7510264798916693307,b0a752e3
90ec301d,12. <<小马哥抖抖>>,《出马》剧组,,,#出马剧组#影视#影视剪辑#电视剧剪辑#锦超圻夏夏,https://www.douyin.com/video/7510183331385576763,433a81b8
59bb81f6,13. <<端午安康>>,《出马》剧组,,,#出马剧组#明星八卦#片场演绎#端午节安康#锦超圻夏夏,https://www.douyin.com/video/7510581237275938108,7f35d0d9
c69fa95a,14. <<雪>>,《出马》剧组,,,#出马剧组#明星八卦#片场演绎#锦超圻夏夏,https://www.douyin.com/video/7510983284844465467,fcab9114
b59f8880,15. <<小朋友们大朋友们六一快乐 新服装出现>>,《出马》剧组,,锦超,#出马剧组#影视#影视剪辑#电视剧剪辑#锦超圻夏夏,https://www.douyin.com/video/7510894727143755068,37500c26
5fa19ca9,16. <<第十三天啦….>>,《出马》剧组,,,#出马剧组#明星八卦#片场演绎#锦超圻夏夏,https://www.douyin.com/video/7511698977176702265,4e5621f6
e4533dfa,17. <<拍摄仍在继续 准备放剧照了>>,《出马》剧组,,,#出马剧组#明星八卦#片场演绎#锦超圻夏夏,https://www.douyin.com/video/7511810978426965306,f1e400ba
fe4c71aa,18. <<大家都很累 大家都很快乐>>,《出马》剧组,,,#出马剧组#明星八卦#明星随拍资讯#锦超圻夏夏,https://www.douyin.com/video/7512824428134337851,c94f933f
fadd1111,19. <<来啦 来啦 剧组和你们的牛马驮着粮来啦>>,《出马》剧组,,,#出马剧组#明星八卦#片场演绎#锦超圻夏夏,https://www.douyin.com/video/7512815634486103353,"0608d7d9,62ee9fd3"
fe7d51f1,20. <<七星汇聚 斩妖除魔>>,《出马》剧组,,,#出马剧组#影视#影视剪辑#电视剧剪辑#锦超圻夏夏,https://www.douyin.com/video/7513889645139103036,0bb5ac8e
385d6cb5,21. <<加油>>,《出马》剧组,,,#出马剧组#影视#影视剪辑#电视剧剪辑#锦超圻夏夏,https://www.douyin.com/video/7514264478034611515,519c42be
24c042fe,"22. <<从开机到现在工作人员以及演员每天都为了完成作品每天工作20个小时,尽管制片组争取保证大家收工后有8个小时睡眠时间,但是个别各种比如场务、灯光、美术组还是因为工作的原因只能睡两到三个小时,演员们因为卸头套卸妆也几乎没有太多睡眠时间,但是大家在现场都没有怨言,最忙的时候甚至没有放饭时间,只能轮流吃饭,摄影指导和导演每天揣着速效救心丸和胃药在工作,化妆组每天也顶着黑眼圈在现场忙碌,一批一批的人累倒,一批一批的人离开,一批一批的人补上,大家见面的第一句话便是明天见,我们经历了月香阁,聚仙馆,明晰村,当归药铺,幽冥宗,百乐门,警察署,依旧艰难的追赶进度,力求完美,每个天明大家都疲惫离开现场,每个下午大家又如期而至,出马即将杀青,我们还在路上>>",《出马》剧组,,,#出马剧组#影视#影视剪辑#电视剧剪辑#锦超圻夏夏,https://www.douyin.com/video/7514106210788183354,bfccd3e8
a640d3f3,23. <<女艺人片场挨打 男朋友霸道护妻>>,《出马》剧组,,,#出马剧组#明星八卦#片场演绎#锦超圻夏夏,https://www.douyin.com/video/7514626698748874042,630515fd
62499ad6,24. <<石榴姐的加入让整个画风都变得有质感了>>,《出马》剧组,,,#出马剧组#影视#影视剪辑#电视剧剪辑#苑琼丹石榴姐#锦超圻夏夏,https://www.douyin.com/video/7514610814122659132,7011fb5e
4e6fa564,25. <<日常牛马>>,《出马》剧组,,,#出马剧组#影视#影视剪辑#电视剧剪辑#锦超圻夏夏,https://www.douyin.com/video/7514389244942994746,a3d766f1
249e1080,26. <<目前为止小马哥的私藏最爱>>,《出马》剧组,,,#出马剧组#明星八卦#明星随拍资讯#苑琼丹石榴姐#锦超圻夏夏,https://www.douyin.com/video/7515742495859887418,1c9a65f3
4211d9bf,27. <<杀青特辑1>>,《出马》剧组,,锦超,#出马剧组#影视#影视剪辑#电视剧剪辑#锦超圻夏夏,https://www.douyin.com/video/7517811635680038202,42dca7cb
dd43897b,28. <<导演版片花>>,《出马》剧组,,"锦超,苑琼丹",#出马剧组#影视#影视剪辑#电影剪辑,https://www.douyin.com/video/7521726384851438867,887cd499
9d85562b,29. <<好久不见。想要好好睡一觉 总说忙完这一阵子 可是这一阵子又下一阵子>>,《出马》剧组,,"圻夏夏唉,锦超",#出马剧组,https://www.douyin.com/video/7537435968384044347,74133727
7be1d43e,1. <<哦、我的小狗>>,圻夏夏,,,#盛世天下,https://www.bilibili.com/video/BV1frKdzWE1S,3483c211
a377f94c,2. <<谁能不爱小狗！？。>>,圻夏夏唉,,,#互动影视作品#影视#影视资讯#盛世天下首曝,https://www.douyin.com/video/7520107010840268092,ff85c56d
ded01b83,"3. <<不心动挑战击败0人,你也来试试吧？！>>",盛世天下,,圣微,#NewOneStudio#互动影游盛世天下首曝#林小宅#盛世天下#胡亦瑶#黄羿,https://www.xiaohongshu.com/explore/68764f0000000000170372ea?xsec_token=AB8PY8s5nes2aO1RpAhPRHDfwqrptpjghsUswz-VeVCvU=&xsec_source=pc_search,95b66ca7
7754c388,4. <<谁人都不及贵妃娘娘凤仪万千~>>,盛世天下,,,#NewOneStudio#盛世天下#盛世天下定档9月#盛世天下韦贵妃,https://www.xiaohongshu.com/explore/689c69a6000000001d01a51a?xsec_token=ABTlt_TkvtlZhf2hXPDNkka3ZVcG2mcxP7D-6ZUG3yJO0=&xsec_source=pc_search,41ed940a
09d7d84d,5. <<做我的小狗！>>,圻夏夏,,,#互动影游#盛世天下,https://www.kuaishou.com/short-video/3xf89kv6zskxhxc,762a0766
87fdc6fd,"6. <<她是牡丹园养护达人,是割舌大师,是这后宫中艳压群芳的人间富贵花【韦贵妃】！ 娇艳是她的利刃,跋扈是她的铠甲。她深谙这场生存游戏的规则,权力才是安身立命之本！ 主子大人,您初入宫闱,请牢记宫廷生存法则第一条:别惹贵妃~>>",盛世天下,,,#盛世天下#盛世天下定档9月,https://www.kuaishou.com/short-video/3x66mcb2kcxes7q,68c854b8
3d91cf57,"1. <<不是光明的救赎,是从一个地狱到另一个地狱,但这地狱有你相伴,真好。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧#长公主在上,https://www.kuaishou.com/short-video/3xneqzymfx4f7yc,b493fdd0
a26fe359,"2. <<短剧《东栏雪》今日开播～前三天连更,之后每周三、五、日18:00更新。 这次是心狠手辣双强组合,铁石心肠狠毒宫女x 虽然很强但恋爱脑的皇子哈哈哈哈哈,尝试一下不同的GB人设,是你不爱我但我非要勉强,是强者俯首称臣,只为博取女主一丝丝的心软,就真的很爱吧！>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xxsifamq8y3kyy,46566f75
fed9bb66,"3. <<运气不好,穿越就遇到两个心狠手辣的家伙,古代体验卡结束呜呜呜。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xxj3gyy29v3in2,cd9c6a76
af79e3b9,"4. <<【女主】:殿下,一定要好好搞事业！ 【男主】:我不要娶别人QAQ>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xj23b3rpd5ahks,8222d04d
67b50152,"5. <<今天的打戏有特意设计过,想把阿颜的狠辣,以及七殿下身上脆弱和强大这两种极致反差的特质表现出来,希望大家会喜欢呀～！>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3x9te6sy3ffsfry,9c26c883
0eb8c96c,"6. <<我以为我会一直一个人,从深渊到地狱…可你却说你要一直陪着我。>>",圻夏夏,,,#东栏雪#短剧东栏雪,https://www.kuaishou.com/short-video/3x62fzs24zwqbf2,4acd98c3
4bb6ee3c,"7. <<七殿下没有长嘴,但是我们阿颜长了哈哈哈。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3x8s6b82azdz22y,a490b787
41b0d034,"8. <<如果喜欢你会让你困扰,那我就假装不喜欢吧。(七殿下:假装太难了QAQ)>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xkve4sfztruuge,ee6ef117
1d8127e3,9. <<徒弟当然打不过师父啦！>>,知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3x8e3wq6t795z5e,6f0d4de5
164261e2,"10. <<你还是会有一丁点心疼的对吧,既然如此,我就怎么样都不会放手了。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3x44wtcquntz3fu,615836f5
611f4202,"11. <<我们可怜巴巴的小七,刚觉得阿颜会心疼自己,好开心！结果转头发现,啊老婆可能不喜欢男的？？？追妻之路漫漫～>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3x3r5h7w4p86h49,f04eec1c
33e237bb,"12. <<或许我之于你,只是交易和利用的棋子…但你对于我而言,却是这世间仅有的温暖,如荒漠甘霖、雪中箩炭。>>",圻夏夏,,,#短剧东栏雪,https://www.kuaishou.com/short-video/3x6x89hswj66dvg,48b5d7bb
6177e77c,"13. <<好气,情敌怎么这么多……所以阿颜笑的时候,看的是会撒娇的小作精,还是温温柔柔的白月光？>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3x99yke72recnxy,3edb62a3
ff2541e5,"14. <<如果可以,阿颜也想与亲人、爱人,过最平凡自在的日子,就只是那样简单的愿望而已。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3x64296c9qffefe,27f1310b
e5166dae,"15. <<对不起,我不爱你。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xq7jv77z7ikiey,2b51e478
6fa6d794,"16. <<我爱你,是无人知晓的秘密。包括我自己…>>",圻夏夏,,,#东栏雪,https://www.kuaishou.com/short-video/3xje32vuwfeygxk,d7c23296
e553f946,"17. <<阿颜,梨花就算不开在枝头,它也永远开在我心里。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xy7bfz4j7a528w,1174dec1
5eeeb29f,"18. <<“阿姐、爹爹,该死的我一个都不会放过……”>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xt94fndy96s5mq,bd8449c7
94800412,19. <<一些小七和阿颜的心电感应。>>,知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xah7hv33v5iucm,ad9f2378
8c211108,20. <<心疼我们阿颜QAQ！>>,知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xwz9e4igreqd56,b601d67d
e5f62f4a,"21. <<阿颜,你教的好学生,和你一样又狠又疯呢～>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xachyk2uaifiuc,eded0b5c
2d23319f,"22. <<阿颜,以往觉得未来还长,我可以慢慢等,但如今,我不想再等了。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xfvf4echnic472,f2ed07de
627a5fa6,"23. <<上官姑娘,我其实是想问清羽给你的东西……(所以说,一下碰到两个恋爱脑是什么体验,事业批阿颜手足无措中哈哈哈)>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xqpdrcifjaymri,dde6f9d8
b0229e7e,"24. <<心机也好,耍赖也好,反正我也不是什么好人,只要能让你留在身边,用尽手段又怎么样呢？>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xxjcuufs92m2uk,7041295f
6cca5df0,25. <<时隔一年的温泉终于泡上了！>>,知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xde4eufdmenrdg,5907c924
fa4e39e3,"26. <<阿颜,我不要你做受委屈的人,如果伤疤不会好的话,那我来补偿你吧。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xqs7fxy4r88dwk,5e1ffa12
bf7e8b57,27. <<是纯情又好学的腹黑七殿下！>>,知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xdse63f84b8mmk,ee2ff0b6
202791c7,"28. <<七殿下你是怎么认为自己能骗过师父的呢！不过是阿颜心软,宠着你不点破罢了～>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xbmrwia3ftywgk,814ce647
452d5e0d,29. <<是很抗揍的小七……>>,知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xt98x2a4zzzz3c,e1d717ab
5ef5fe6e,30. <<太子过生日终于穿新衣服了hhh>>,知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3x9zhuxduir8kt2,072e7b92
8acee2da,"31. <<我想做的从来不止是扳倒太子,阿颜,我想还你清白。>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xx7239kjr78sye,14e0858c
60ee88ee,"32. <<阿颜,你要走了吗？>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xsav6hhxy8p8ye,2907dc1b
bf2da7a0,"33. <<故事还在继续,春日总会达到。小七和阿颜一定会携手漫步在江南的梨花树下,我相信,终会有那一日……>>",知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xvfy5htrf4r8vw,80f4cb39
3d360296,34. <<【一些删减掉的片段】之吵架日常。>>,知竹zZ,,锦超,#东栏雪#快手星芒短剧,https://www.kuaishou.com/short-video/3xdpdg6x4tajs5a,fcc312a0
2685b535,"1. <<新剧《东栏雪》今日开播啦~ 这次是心狠手辣双强组合,铁石心肠狠毒宫女 x 虽然很强但恋爱脑的皇子哈哈哈哈哈,尝试一下不同的GB人设。如果顾玄清是温顺的萨摩耶,摊开肚皮任公主揉捏,那褚宁远就是阴鸷的狼,他可以轻松咬破你的血管,但却甘愿俯首称臣,只为博取女主一丝丝的心软,就真的很爱吧！>>",知竹zZ,,锦超,#影视#影视资讯#短剧东栏雪#短剧东栏雪开播,https://www.douyin.com/video/7203542812267171076,44c5238f
61d87282,"2. <<【圻夏夏*锦超｜东栏雪】我还以为我会一直一个人,从深渊到地狱。>>",圻夏夏,,,#我嗑的CP最最最甜#星动安利大作战·春日篇,https://www.bilibili.com/video/BV1fg4y1J7Km,5c43acc0
b9759790,3. <<我们不需要救赎。>>,圻夏夏,,,#东栏雪,https://www.xiaohongshu.com/explore/6400730e000000002702bc55?xsec_token=ABqpH7Eya26Hn_RvZzFJf3sGamNihswBa0SBSGf13eIr4=&xsec_source=pc_search,1b9adc0a
85db6ce1,"4. <<我以为我会一个人,从深渊到地狱…可你却出现了。>>",圻夏夏,,锦超,#影视#影视剪辑#电视剧剪辑#短剧东栏雪,https://www.douyin.com/video/7205886564461776132,a848d764
cd870544,"5. <<【圻夏夏*锦超｜东栏雪】你这么狠毒跟谁学的？哦,跟我学的～>>",圻夏夏,,,#星动安利大作战·春日篇#春日星光剧场,https://www.bilibili.com/video/BV1Vb411Q7ZK,fd266e5b
d533b8ec,6. <<打戏真不戳呀！我们不愧是宫廷江湖剧～>>,圻夏夏,,,#东栏雪#短剧东栏雪,https://www.xiaohongshu.com/explore/6402d5840000000013036a7b?xsec_token=AB6oXH-D6vK7UChrv0JdXgV_BPhn8ytsZJppN7MGgTWj4=&xsec_source=pc_search,301a301f
aacd2a4d,"7. <<你这么狠毒是跟谁学的？ 哦,原来是跟我学的～>>",圻夏夏,,锦超,#影视#影视剪辑#电视剧剪辑#短剧东栏雪,https://www.douyin.com/video/7207362314520120579,68144b0e
