link_id,platform,pubdate,title,tags,co_operators,related_series,cluster,final_series,method
8de28cca,B站,2021/07/02,【圻夏夏】原来竟只是我一人的执念罢了...,#古风,,,5.0,cluster_5,cluster
ac062c71,B站,2021/06/29,【圻夏夏】情之一字啊...,#古风,,,5.0,cluster_5,cluster
fb5dcaea,B站,2021/06/20,"【圻夏夏*庄翰】“公主,我来带你回家”“好",#夏日故事大会#古风#短片,,,5.0,cluster_5,cluster
9fa07ecf,B站,2021/06/19,【圻夏夏】(竖屏版)你为何偏偏要与我错过,#夏日故事大会#古风,,,5.0,cluster_5,cluster
5bd76d49,B站,2021/06/16,【圻夏夏】这么直白的盯着妾身,#古风,,,5.0,cluster_5,cluster
17bf8ddd,B站,2021/06/15,"【圻夏夏】下辈子吧(完整版)“都是我的错”“是世俗的错,不是我们",#自制#古风,,,5.0,cluster_5,cluster
bee92831,B站,2021/06/13,【圻夏夏】这个bgm有点带感!,#古风,,,5.0,cluster_5,cluster
1966bb30,B站,2021/06/13,【圻夏夏*妞妞妞】情深不悔,#古风#自制,,,5.0,cluster_5,cluster
a472a554,B站,2021/06/11,"【圻夏夏】当爱恨情仇,都化乌有",#古风#自制,,,5.0,cluster_5,cluster
c5b8aef2,B站,2021/06/08,【圻夏夏*圣微】双生花魁加长版。这次谁是猎物?,#古风#自制,,,5.0,cluster_5,cluster
dda70839,B站,2021/06/07,"【圻夏夏】那以后有我陪着你,你就不会孤单啦",#古风#自制,,,5.0,cluster_5,cluster
82596088,B站,2021/06/05,"【圻夏夏】下辈子吧,下辈子...",#古风#短片,,,5.0,cluster_5,cluster
dfc0ee19,B站,2021/06/02,"【圻夏夏】我输就输在,我才是动了心的那个人",#古风,,,5.0,cluster_5,cluster
dfb8f7fb,B站,2021/05/31,"【圻夏夏】一介凡人,竟敢弑神",#古风,,,5.0,cluster_5,cluster
289b4682,B站,2021/05/28,"【圻夏夏】“她可不是什么小野猫,听说过美人蛇蝎吗",#古风,,,5.0,cluster_5,cluster
cb612e35,B站,2021/05/25,"【圻夏夏】阿爹说过,我们杨家的儿女,只能倒在战场上",#古风,,,5.0,cluster_5,cluster
cab1b73f,B站,2021/05/21,【圻夏夏*锦超】我这种恶鬼怎么会有心呢,#古风#短片,,,2.0,cluster_2,cluster
4c4046d2,B站,2021/05/20,【圻夏夏】九尾狐X小白兔。给大家发个糖吧!,#古风,,,5.0,cluster_5,cluster
b9f3ec43,B站,2021/05/13,"【圻夏夏*庄翰】“别怕,我只是想最后再抱你一次",#古风#短片,,,5.0,cluster_5,cluster
41d85833,B站,2021/05/12,"【三生三世|双女主】糖分超标,进来嗑糖",#觉醒吧国魂#古风#汉服#山海经#阿道夫#新国货,,,5.0,cluster_5,cluster
344a26f6,B站,2021/05/10,【圻夏夏】小阿花仿妆,#古风#原创,,,5.0,cluster_5,cluster
7e37281c,B站,2021/05/02,【圻夏夏】一起赏夏花吧,#人间治愈时刻#小清新#古风,,,5.0,cluster_5,cluster
9332d55c,B站,2021/04/30,【圻夏夏*庄翰】灭国公主和侍卫的故事,#春日嗑糖大作战#古风#原创#剧情,,,5.0,cluster_5,cluster
3b294810,B站,2021/04/25,"【圻夏夏】恶人?我想听听,你用什么界定善恶",#原创#黑化,,,0.0,cluster_0,cluster
5904d493,B站,2021/04/20,【圻夏夏】来!给他们凶一个!,#原创#黑化,,,0.0,cluster_0,cluster
fef896c9,B站,2021/04/18,【圻夏夏】听说反派黑化前都要经历这么一遭,#短片#原创#黑化,,,5.0,cluster_5,cluster
828e1b56,B站,2021/03/27,"【圻夏夏*庄翰】我知道你恨,但我只有你了...所以就算强留,我也不会让你离开我",#春日嗑糖大作战#古风#短片,,,5.0,cluster_5,cluster
e8f3dd68,B站,2021/03/19,【圻夏夏】我再也寻不到他了...,#古风#自制,,,5.0,cluster_5,cluster
a45184f3,B站,2021/03/16,【圻夏夏拍摄作品】谢谢你赐予我的这一场空欢喜,#自制#古风,,,5.0,cluster_5,cluster
a4427440,B站,2021/03/02,"【圻夏夏】我会化作人间的风雨,陪在你身边",#古风,,,5.0,cluster_5,cluster
a5ca8fe6,B站,2021/02/21,【圻夏夏*杨馥羽】发糖和打架的区别,#古风#橘里橘气,,,5.0,cluster_5,cluster
0014848c,B站,2021/02/13,【知竹江湖】新春花灯夜游群像MV 神仙联动,#春节影视好看指南#古风#4K#哔玩春节档#贺岁,,,5.0,cluster_5,cluster
cfb9ddf5,B站,2021/02/13,"我这一世,都是为了你而来的呀...拍摄",#小视频,,,0.0,cluster_0,cluster
dc159521,B站,2021/02/08,"怎么,你也要杀我吗?",#小视频,走回去了v,,2.0,cluster_2,cluster
dbbc3c89,B站,2021/01/28,"不要问我为什么画面切来切去的,因为放炮了",#小视频,,,0.0,cluster_0,cluster
eb3eb52a,B站,2021/01/24,"你,可愿为我做一切事情?",#小视频,,,0.0,cluster_0,cluster
87af07ae,B站,2021/01/20,【圣微*圻夏夏】敬酒不吃吃罚酒?,#人人都有武侠梦#古风#打戏,,,5.0,cluster_5,cluster
9c2cb6f7,B站,2021/01/18,这个bgm也太带感了吧!音源:阿七,#小视频,,,0.0,cluster_0,cluster
c0764e3c,B站,2021/01/14,【白月光与朱砂痣】穿越千年才找回跟你在一起的回忆,#汉服#古风#美女#美妆#时尚#古装#新国货大赏,,,5.0,cluster_5,cluster
172ec0f5,B站,2021/01/06,【圻夏夏】若我们可以不用理会这俗世的流言蜚语该有多好,#古风#短片#汉服,,,5.0,cluster_5,cluster
1530e187,B站,2020/12/30,"【圻夏夏】如今回头看,都是笑话一场...",#短片#古风,,,5.0,cluster_5,cluster
f404a4ea,B站,2020/12/24,"【圻夏夏】我知道这是梦,我只想求你,再疼疼我...",#古风#短片#原创,,,5.0,cluster_5,cluster
e9af653a,B站,2020/12/21,【圻夏夏】有人说我们像男女主在争女二?,#古风#原创#打戏,,,5.0,cluster_5,cluster
076e47df,B站,2020/12/20,"【圻夏夏】是忘记我了吗?所以这么久了,还不回来...",#短片#民国#旗袍,,,0.0,cluster_0,cluster
72094eb7,B站,2020/12/19,明晚发这个片吧[羞羞],#小视频,,,0.0,cluster_0,cluster
e66ceec2,B站,2020/12/17,所以大家是不是不爱看舞刀弄剑[呆]但我,#小视频,,,0.0,cluster_0,cluster
66b4b845,B站,2020/12/15,分享一个调色对比,#小视频,,,0.0,cluster_0,cluster
6c93889f,B站,2020/12/12,"【圻夏夏】太久了,我都不记得自己是人是鬼了",#原创#古风,,,4.0,cluster_4,cluster
327ea750,B站,2020/12/10,【圻夏夏】公子何不留下?,#古风,,,5.0,cluster_5,cluster
c8afbef5,B站,2020/12/08,【圻夏夏】我终于能和你并肩了。(带剧情配音的走秀确定不来看看?),#视频一投#中国华服日,,,0.0,cluster_0,cluster
7c4632ac,B站,2020/12/05,"【圻夏夏】既然你不能爱我,那就和我的爱一起消失吧",#短片#古风,,,5.0,cluster_5,cluster
1968400c,B站,2020/12/02,【圻夏夏】话那么多干嘛?接招就完事了!,#古风#打戏,,,5.0,cluster_5,cluster
3bb61077,B站,2020/11/30,"【圻夏夏】有人说这像建模脸?不存在的,还不是靠摄影和妆造(望天)",#古风#汉服,,,5.0,cluster_5,cluster
e656fdc5,B站,2020/11/27,【圻夏夏】为何你硬要与我错过呢..,#短片#古风,,,5.0,cluster_5,cluster
4f033813,B站,2020/11/22,"【圻夏夏】气场,开!",#小视频,,,0.0,cluster_0,cluster
93df7bcb,B站,2020/11/15,"【圻夏夏】我们这类人,本就生活在背光面",#小视频,,,0.0,cluster_0,cluster
d5b11688,B站,2020/11/06,【圻夏夏】不是说爱我吗?为何现在都不敢看着我?,#小视频,,,0.0,cluster_0,cluster
f3743bff,B站,2020/10/09,"【圻夏夏】我的三个视频,你刷到过哪一个[捂眼]?",#小视频,,,0.0,cluster_0,cluster
b67f9b8f,B站,2020/07/11,"【为你而来】护卫与小姐之间的情愫,为守护你,不惜生命为祭",#爱情#短片#原创,,,5.0,cluster_5,cluster
bf0bd582,B站,2020/07/06,|隔岸|片段预告,#原创#自制#短片,,,5.0,cluster_5,cluster
6e1879b6,B站,2020/04/17,"【双生衍生片段】你一个凡夫俗子算什么东西,也敢跟我说断了?",#暗黑#自制,,,0.0,cluster_0,cluster
ce85cb8f,B站,2020/04/15,【汉服暗黑剧情向】「双生」之病娇妹妹太爱我了怎么办,#微电影#悬疑#自制,,,5.0,cluster_5,cluster
775da564,B站,2020/03/03,【圻夏夏】一生等你,#古风#汉服视频,,,5.0,cluster_5,cluster
ecc67a08,B站,2020/01/13,"【冬 眠】自君一别,度日如年",#汉服#动作#短片,,,5.0,cluster_5,cluster
8649c98c,B站,2019/10/28,【日系恋爱mv】光。長い暗闇の中で、あなたは私の唯一の光です,#恋爱#小清新#日系,,,0.0,cluster_0,cluster
1d68b215,B站,2019/10/18,"【长生诀】仇余万千,心无涟,抚琴不知今昔何年",#短片#长生诀#bilibili新星计划,,,0.0,cluster_0,cluster
f7e3990c,B站,2019/09/19,"【如歌】我恨你,恨之入骨。且爱你,如痴如醉",#古风#原创#如歌,,,5.0,cluster_5,cluster
78e2fe97,B站,2019/09/09,"【秋风起】落叶聚还散,寒鸦栖复惊",#原创#汉服,,,5.0,cluster_5,cluster
4f386f61,B站,2019/08/10,【倩女幽魂】怀念那个神仙打架的年代,#倩女幽魂#自制,,,0.0,cluster_0,cluster
f3e0a409,B站,2019/07/30,"【妄念】相思尽头菩提树,问前尘是缘是劫,谁不负",#古风#自制#短片#bilibili新星计划,,,5.0,cluster_5,cluster
eb19323f,B站,2019/07/15,"【天师】 尘世离人,轮回复入",#汉服#自制#短片,,,5.0,cluster_5,cluster
994569e4,B站,2019/06/23,"【伞下剑】 伞下走浮生,剑出莫扬眉",#短片#古风#动作#自制,,,5.0,cluster_5,cluster
2a952a72,B站,2019/06/18,"【凉夜横塘】君问归期未有期,只与酒为伴",#汉服#古风#短片,,,5.0,cluster_5,cluster
20f86bf9,B站,2019/06/09,"【妙笔浮生】只愿君心似我,一生一世唯一人",#古风#短片#汉服MV,,,5.0,cluster_5,cluster
760bef00,小红书,2020/10/09,"你啊你,冻我心房,酸我眼眶",,,,0.0,cluster_0,cluster
dfa233cb,小红书,2025/08/16,"可是,我们好不容易才走到今天",,,,0.0,cluster_0,cluster
8fde015b,小红书,2025/04/10,"曾经我也以为,遇见你是我此生最幸运的事",#梦幻手游盘丝洞,,,0.0,cluster_0,cluster
ba139edb,小红书,2025/04/04,"可惜面具戴太久了,我已无法摘下",,,,0.0,cluster_0,cluster
cf6243a9,小红书,2025/04/01,"你在这,我能逃去哪?",,,,0.0,cluster_0,cluster
c4397bbf,小红书,2025/03/20,"堕神|我所做这一切,皆为苍生",,,,0.0,cluster_0,cluster
309cdd35,小红书,2024/10/26,"你看我手无缚鸡之力的,怎么会杀人呢?",,,,2.0,cluster_2,cluster
0215eb42,小红书,2024/10/15,"我只等你一年,而今年复一年",,,,0.0,cluster_0,cluster
91a4e07d,小红书,2024/10/13,你是哪里来的客人呀?,,,,0.0,cluster_0,cluster
149606aa,小红书,2024/08/30,一个打戏小训练,#短剧浮华梦,,,0.0,cluster_0,cluster
e56ac480,小红书,2024/08/25,(浮华梦)口嫌体正之“我只是为了完成任务,#短剧浮华梦,,,0.0,cluster_0,cluster
2c490d0a,小红书,2024/08/23,(浮华梦)前世今生版,#短剧浮华梦,,,0.0,cluster_0,cluster
3790397d,小红书,2024/08/16,"(浮华梦预告)你是虚拟的,但我的爱不是",#短剧浮华梦,,,0.0,cluster_0,cluster
58369e05,小红书,2024/08/16,"(浮华梦)乙女游戏,不就是一堆真香数据而已",#短剧浮华梦,,,0.0,cluster_0,cluster
40dd8dfd,小红书,2024/08/14,"和纸片人谈恋爱的游戏,有什么好玩的...",#短剧浮华梦,,,0.0,cluster_0,cluster
6d62f5aa,小红书,2024/08/14,我一个大男人玩什么乙女游戏!,#短剧浮华梦,,,0.0,cluster_0,cluster
dca2cd2f,小红书,2024/05/04,这还帅不到你!?,,,,0.0,cluster_0,cluster
dbd1fa34,小红书,2024/03/15,"在这里,情爱是最不能信的东西",,,,0.0,cluster_0,cluster
c648f5df,小红书,2024/02/21,恋爱脑的战斗力为零!,,,,0.0,cluster_0,cluster
cde0c6f1,小红书,2024/02/19,现在求饶来得及吗...,,,,0.0,cluster_0,cluster
6d2fe487,小红书,2023/12/22,"祝你好梦,亲爱的猎物",,,,0.0,cluster_0,cluster
860d58a9,小红书,2023/11/05,一场为月经污名化的平反,#自由点益生菌,,,0.0,cluster_0,cluster
83476061,小红书,2023/10/25,"还以为是同一个人,原来是一对儿?!",,,,0.0,cluster_0,cluster
0b5ecd6d,小红书,2023/10/02,"食腐寄生变异体:你们看着,似乎更好吃",,,,0.0,cluster_0,cluster
65545cbd,小红书,2023/09/27,打工人!主打的就是一个能屈能伸!,,,,0.0,cluster_0,cluster
340a280c,小红书,2023/09/22,"救救我,不要丢下我",,,,0.0,cluster_0,cluster
201a7c53,小红书,2023/09/19,虫女|我吃下了一朵花,,,,0.0,cluster_0,cluster
bbb460d6,小红书,2023/08/22,"自你之后,我再没相信过她人",,,,0.0,cluster_0,cluster
b826b534,小红书,2023/08/07,"我的成人礼,想要你",,,,0.0,cluster_0,cluster
cb85cb4b,小红书,2023/08/06,"伪骨科)虽没有血缘关系,却都留着黑色的血",,,,0.0,cluster_0,cluster
41a39975,小红书,2023/08/05,"别回头,陪在你身边的人只有我",,,,0.0,cluster_0,cluster
f1c3160f,小红书,2023/07/14,"这便是,最后一课",#米哈游#崩坏星穹铁道#崩坏星穹铁道创作者激励计划#景元#镜流#彦卿#星穹铁道男团,,,0.0,cluster_0,cluster
717a76ef,小红书,2023/07/12,"可惜故事已经发生,可惜我无法改写",,,,0.0,cluster_0,cluster
51061ea6,小红书,2023/07/08,"是以旁观者清,却发现自己早已身在局中",,,,0.0,cluster_0,cluster
fcea325c,小红书,2023/06/28,"可是,他不爱我啊",,,,0.0,cluster_0,cluster
09f821dc,小红书,2023/06/21,我们就停在此刻吧,,,,0.0,cluster_0,cluster
5eaafbad,小红书,2023/06/02,君子报仇十年不晚!,,,,0.0,cluster_0,cluster
78f0b122,小红书,2023/05/31,啊!真是诡计多端的...,,,,0.0,cluster_0,cluster
283e2a95,小红书,2023/05/16,狐狸和猫的争宠日常,,,,0.0,cluster_0,cluster
d561a73e,小红书,2023/04/21,就是人菜瘾大!怎么样!(理直气壮),,,,0.0,cluster_0,cluster
98027ea9,小红书,2023/04/13,"你听到了吗,我震耳欲聋的思念",,,,0.0,cluster_0,cluster
80a88d2d,小红书,2023/04/08,"所以我该爱上的,到底是哥哥,还是弟弟...",,,,0.0,cluster_0,cluster
39bf3367,小红书,2023/04/01,一个平平无奇的偷心盗贼罢了,,,,0.0,cluster_0,cluster
8c56bfad,小红书,2023/03/23,我说我怎么都遇不到桃花呢!,#梦幻西游手游#梦幻西游手游周年庆,,,2.0,cluster_2,cluster
d6ea4899,小红书,2023/03/14,当心动对象主动献身该怎么办?在线等!,#短剧东栏雪,锦超,,0.0,cluster_0,cluster
a6853d15,小红书,2023/03/06,"玉兰沾香,那是我们的故事",#祖玛珑神仙颜值限量香#把新中式穿身上#今天穿什么香#这种感觉的香水#笔记灵感,,,0.0,cluster_0,cluster
301a301f,小红书,2023/03/04,打戏真不戳呀!我们不愧是宫廷江湖剧,#短剧东栏雪#东栏雪,,,0.0,cluster_0,cluster
1b9adc0a,小红书,2023/03/02,我们不需要救赎,#东栏雪,,,0.0,cluster_0,cluster
8f8f1510,小红书,2023/02/22,"我喜欢你,只因为你是你",,,,0.0,cluster_0,cluster
54baee18,小红书,2023/02/16,"我好像在等见到你的这一刻,等了很久",,,,0.0,cluster_0,cluster
7bb664ef,小红书,2023/02/01,"乱臣贼子又如何,我要的是赢",,,,0.0,cluster_0,cluster
3f4aa2cc,小红书,2023/01/29,没点本事自然是活不到今日...,,,,0.0,cluster_0,cluster
19f4680e,小红书,2023/01/20,原来是年兽啊!,,,,0.0,cluster_0,cluster
e485946a,小红书,2023/01/02,"好可惜啊,还以为我们会同路呢...",,,,0.0,cluster_0,cluster
39e3195f,小红书,2022/12/21,一个顶替兄长身份不择手段为兄报仇的公主,,,,0.0,cluster_0,cluster
a7039ae0,小红书,2022/12/08,"阿七,我带你去看花",,,,0.0,cluster_0,cluster
80cfc035,小红书,2022/12/01,去年拍的电影终于要上线啦,,,,0.0,cluster_0,cluster
5fe9c0e4,小红书,2022/11/20,你知道兰因絮果这句话吗?,,,,0.0,cluster_0,cluster
4ee79dd0,小红书,2022/11/18,"我们相爱一生,一生还是太短",,,,0.0,cluster_0,cluster
dc1b905f,小红书,2022/11/11,"我来拿回属于我的东西,有问题吗?",,,,0.0,cluster_0,cluster
057136ca,小红书,2022/11/02,浑身上下就只有嘴是硬的嘛?,,,,0.0,cluster_0,cluster
c0661242,小红书,2022/10/03,同样的招数我都用几百年了...,,,,0.0,cluster_0,cluster
29342b74,小红书,2022/10/02,"若非要说这世上有什么难解的题,那只能是..",,,,0.0,cluster_0,cluster
6e71d29e,小红书,2022/09/09,"抓到你的心了哦,魔君大人",,,,0.0,cluster_0,cluster
0c53fd51,小红书,2022/08/30,这就是传说中的包办婚姻?,,,,0.0,cluster_0,cluster
e88717a9,小红书,2022/08/20,海岸、晚霞、你,,,,0.0,cluster_0,cluster
aad67354,小红书,2022/08/07,"若不是师父自愿,凭我的本事又怎能困得住你?",,,,0.0,cluster_0,cluster
8690de72,小红书,2022/08/05,你你你..你怎么能用我的身体做这种事!,,,,2.0,cluster_2,cluster
0e395d3c,小红书,2022/08/01,我们怎么会走到今天这个地步呢?,,,,2.0,cluster_2,cluster
a4c084c2,小红书,2022/07/31,"再见啦,大海",,,,0.0,cluster_0,cluster
10576fda,小红书,2022/07/28,热烈的爱总会有被回应的一天吧,#TF礼物#TF白麝香枕边白昼礼盒,,,0.0,cluster_0,cluster
fb7901d2,小红书,2022/07/25,"爱意只是深藏,而从未消散",,,,0.0,cluster_0,cluster
b81af6a5,小红书,2022/07/23,"试问,谁能拒绝直球弟弟的表白呢?!",,,,0.0,cluster_0,cluster
d27051de,小红书,2022/07/22,我终于在打戏里站起来了!,,,,0.0,cluster_0,cluster
5e40c157,小红书,2022/07/20,"拥抱就不用了吧,他会生气的",,,,0.0,cluster_0,cluster
2e6a32cf,小红书,2022/07/20,怎么办?我被困在了梦里!,,,,0.0,cluster_0,cluster
40ed0b4e,小红书,2022/07/17,"(预告二)欢迎来到 答案之书~你好啊,有缘人",,,,0.0,cluster_0,cluster
b880d544,小红书,2022/07/15,(预告一)好想她能多在乎我一点...,,,,0.0,cluster_0,cluster
06b29530,小红书,2022/06/19,"得寸进尺又怎样,有本事你亲回来啊?",,,,0.0,cluster_0,cluster
ef970cbd,小红书,2022/06/09,"别怕,以后有我",,,,0.0,cluster_0,cluster
4d815ee5,小红书,2022/05/27,逍遥生 你怎么来了?,#梦幻西游手游,,,2.0,cluster_2,cluster
29e3ab87,小红书,2022/05/21,何必吃自己的醋呢?,,,,4.0,cluster_4,cluster
a04b85b0,小红书,2022/05/20,这个春天也要过去了呀,,,,0.0,cluster_0,cluster
4302113f,小红书,2022/05/18,先生不必见外,,,,0.0,cluster_0,cluster
550e4951,小红书,2022/05/16,你身上有光...,#520种新意告白#520爱的表白#迪奥玫瑰小粉钻#迪奥烈艳蓝金唇膏,锦超,,0.0,cluster_0,cluster
0efa5a72,小红书,2022/05/15,当我与教书先生灵魂互换后...该做些什么呢?,,,,0.0,cluster_0,cluster
8d960236,小红书,2022/05/09,"我从不信天命,我只相信命运要握在自己手里",,,,4.0,cluster_4,cluster
67cd8535,小红书,2022/05/03,"其实吧,恋爱这种事情,也是需要学习进步的",,,,0.0,cluster_0,cluster
de244d0a,小红书,2022/04/30,"道歉只是表现形式,而爱你才是本质啊",,,,0.0,cluster_0,cluster
d08dcc5a,小红书,2022/04/25,"(预告)夕阳里藏着爱意,如果可以的话...",,,,0.0,cluster_0,cluster
76f88d49,小红书,2022/04/18,解锁隐藏剧情,,,,2.0,cluster_2,cluster
93a5c754,小红书,2022/04/11,"(番外)你这是要打架的意思吗,老东西?",,,,0.0,cluster_0,cluster
decbd0ef,小红书,2022/04/06,(妖与仙番外)“小仙君不喜欢我穿成这样?,,锦超,,0.0,cluster_0,cluster
8eec9601,小红书,2022/04/04,又双叒叕打起来了!,,,,0.0,cluster_0,cluster
b4ae8a90,小红书,2022/04/02,(恶人组)不想你入地狱的是我..,,,,0.0,cluster_0,cluster
a19eed28,小红书,2022/04/01,"(预告)我知道殿下从未动心,所以我也是",,,,0.0,cluster_0,cluster
4f116e8d,小红书,2022/03/29,"原来我无法学会的,是她不爱你的样子",,,,0.0,cluster_0,cluster
72aeb947,小红书,2022/03/21,论一次拍摄要准备几套造型,,,,0.0,cluster_0,cluster
8edd9e19,小红书,2022/03/20,原来他该爱上的人不是我...而是你,,,,0.0,cluster_0,cluster
06e66282,小红书,2022/03/18,"(预告二)即使知道了结果,还是会飞蛾扑火吗?",,,,0.0,cluster_0,cluster
1905b884,小红书,2022/03/16,(预告一)那...我们约定好了!,,,,0.0,cluster_0,cluster
ccd9f883,小红书,2022/03/09,"那你打算,如何伺候我呀?",#长公主在上,,,0.0,cluster_0,cluster
840884a2,小红书,2022/03/03,江南,,,,0.0,cluster_0,cluster
d6650ab7,小红书,2022/02/26,你动心了,#长公主在上,,,0.0,cluster_0,cluster
1d2a68cf,小红书,2022/02/21,"若不是私心,我怎会奉你为主?",,,,0.0,cluster_0,cluster
a361c7ce,小红书,2022/02/15,小仙君想逃到哪里去呀?,,,,0.0,cluster_0,cluster
2e7a5cb5,小红书,2022/02/12,"顾玄清一把推开了公主,并对皇上说...",,,,0.0,cluster_0,cluster
75aac5c0,小红书,2022/02/11,"真的好喜欢小仙君啊”“那我来帮你,可好?",,,,0.0,cluster_0,cluster
3b169b64,小红书,2022/02/08,"我以玫瑰为信赠予你,许我的爱为占有",#祖玛珑神仙颜值限量香#香水瓶也有高颜值,,,0.0,cluster_0,cluster
cd125536,小红书,2022/02/05,"后宫三千,我只要你",,,,0.0,cluster_0,cluster
5914b309,小红书,2022/02/03,不过是戏如人生罢了,,,,0.0,cluster_0,cluster
db1ac4cd,小红书,2022/01/30,为什么不动手?”“嘶..我有点喜欢她,,,,0.0,cluster_0,cluster
146e7368,小红书,2022/01/28,"我知道其实我的手段并不高明,只是我赌赢了",,,,0.0,cluster_0,cluster
7c33c02f,小红书,2022/01/26,"(预告)如果是去见你,我一定会用跑的",,,,0.0,cluster_0,cluster
e5d31e0a,小红书,2022/01/19,(情人节特辑)契约的存在是因为喜欢啊,#ysl1966#YSL情人节#情人节礼物,,,0.0,cluster_0,cluster
ff6e650d,小红书,2022/01/09,"姻缘吧,上天既然安排了,就一定会让我们相遇",,,,0.0,cluster_0,cluster
5371b88b,小红书,2022/01/01,"只要你有心,我就能得到",,,,0.0,cluster_0,cluster
d4111f66,小红书,2021/12/29,"我以为你是真实的,可只是梦吗...",,,,0.0,cluster_0,cluster
16486f4a,小红书,2021/12/22,"许是从一开始,在花树下遇见的那刻起...",,,,0.0,cluster_0,cluster
7a7969d0,小红书,2021/12/14,女孩子的醋也吃吗?,,,,0.0,cluster_0,cluster
b7cd4431,小红书,2021/12/10,真是可笑...我竟然还以为有一瞬你爱的会是我,,,,0.0,cluster_0,cluster
87839959,小红书,2021/12/08,有韩剧那味吗?,,,,0.0,cluster_0,cluster
ad647315,小红书,2021/12/07,"现在想来,过去的偏爱皆是为她...",#古风视频,,,0.0,cluster_0,cluster
5fa11cef,小红书,2021/12/05,"你的壁纸,请查收",#YSL圣诞猎金派对,,,0.0,cluster_0,cluster
5459e565,小红书,2021/12/04,许是太过思念与不甘...,,,,0.0,cluster_0,cluster
13b1e644,小红书,2021/12/03,(ysl番外)做事情不能三心二意哦,,,,0.0,cluster_0,cluster
0501635c,小红书,2021/12/01,我也不想带他回家...可他撒着娇叫我姐姐诶,,,,0.0,cluster_0,cluster
c929d603,小红书,2021/12/01,"所以说啊,男朋友还得是自己养大的才比较乖",#YSL302#YSL圣诞猎金派对,,,4.0,cluster_4,cluster
2b3eaced,小红书,2021/11/29,一起逛街呀!上海的宝藏三坑店!,#诗与万花镜#探店,,,0.0,cluster_0,cluster
e87cd7b4,小红书,2021/11/26,"你亲了我,我就是你的人了",#古风视频,,,0.0,cluster_0,cluster
39cc3e38,小红书,2021/11/18,"你心里清楚,我们从来都是一个人",#古风视频,,,0.0,cluster_0,cluster
9652ddc9,小红书,2021/11/16,善恶并存,#古风视频,,,0.0,cluster_0,cluster
5e8e4009,小红书,2021/11/12,真以为自己是他?你永远变不成你哥哥!,#古风视频,,,4.0,cluster_4,cluster
26d5dd7c,小红书,2021/11/09,"你同你哥哥长得,真是一模一样",#古风视频,,,0.0,cluster_0,cluster
78f0cd73,小红书,2021/11/05,从来都只有自己才能拯救自己,#古风视频#海芙谜白月光,,,4.0,cluster_4,cluster
35061e4e,小红书,2021/11/01,"原来所谓相爱,从一开始便是错觉",#古风视频,锦超,,0.0,cluster_0,cluster
9cd35342,小红书,2021/10/30,"终于,找到你了",#古风视频,,,0.0,cluster_0,cluster
28622873,小红书,2021/10/28,你喜欢她呀?就跟当初喜欢我一样?,#古风视频,,,0.0,cluster_0,cluster
18dbd93a,小红书,2021/10/26,"只是因为,像她...而已吗",#古风视频,,,0.0,cluster_0,cluster
895739b8,小红书,2021/10/23,"传说中,那傣族雨林里有宝藏..",#古风视频,,,0.0,cluster_0,cluster
0c6b86bf,小红书,2021/10/22,私奔吧!,#古风视频,,,0.0,cluster_0,cluster
26962634,小红书,2021/10/21,这场赌局的输赢我不感兴趣...,#古风视频,,,0.0,cluster_0,cluster
a864b718,小红书,2021/10/18,"恨为剧毒,爱为解药",,,,0.0,cluster_0,cluster
a88f6d05,小红书,2021/10/12,"主动一点嘛,万一...",#古风视频,,,0.0,cluster_0,cluster
000db0ec,小红书,2021/10/09,"北方的雪好冷啊,哥,带我回家吧",#古风视频,,,0.0,cluster_0,cluster
b6dfb81e,小红书,2021/10/07,"(三兔番外五)那就一辈子咯,好不好?",#古风视频,,,0.0,cluster_0,cluster
b0b44635,小红书,2021/10/05,"以后跟着我吧,小乞丐",#古风视频,,,0.0,cluster_0,cluster
7c8704be,小红书,2021/10/03,(三兔番外三)相信一见钟情嘛?,#古风视频,锦超,,0.0,cluster_0,cluster
261ebde4,小红书,2021/10/01,"哥,我可能没有办法和你一起回家了",#古风视频,,,0.0,cluster_0,cluster
0ea251c5,小红书,2021/09/29,"哥,我不后悔",#古风视频,,,0.0,cluster_0,cluster
e5abafc7,小红书,2021/09/26,"不是儿臣变了,只是儿臣长大了",#古风视频,,,0.0,cluster_0,cluster
53578637,小红书,2021/09/24,(三兔番外二)小老鼠有什么好怕的...,,,,0.0,cluster_0,cluster
0704f94e,小红书,2021/09/22,别再等了,#古风视频,,,0.0,cluster_0,cluster
15067a8e,小红书,2021/09/22,(预告)若我会是你往后的执念,#古风视频,,,0.0,cluster_0,cluster
5144b4e5,小红书,2021/09/20,"(三兔番外一)中秋了,没月饼,就请大家吃糖吧",#古风视频,,,0.0,cluster_0,cluster
7788f8e3,小红书,2021/09/14,"我总会陪着你的,姐姐",#古风视频,,,0.0,cluster_0,cluster
7b9245cf,小红书,2021/09/11,"我写的小说里,徒弟偷偷喜欢师父..",#古风视频,,,0.0,cluster_0,cluster
c7de3ab9,小红书,2021/09/09,"那天是惊蛰,我看见了漫天花瓣",#白蛇2青蛇劫起,,,0.0,cluster_0,cluster
ec3d5738,小红书,2021/09/03,夜夜笙歌,#古风视频,,,0.0,cluster_0,cluster
0b3c687b,小红书,2021/08/31,"(番外一)所以,即使只有我为你而来",#古风视频,,,0.0,cluster_0,cluster
